Order_ID,Order_Date,Customer_ID,Customer_Name,City,State,Region,Product,Category,Quantity,Unit_Price,Discount,Sales,Profit
100026,2025-12-14,C2790,Customer_1019,Ahmedabad,Gujarat,West,Laptop,Electronics,2,55000,0,110000.0,16329.02
100027,2025-07-07,C5563,Customer_1895,Hyderabad,Telangana,South,Chair,Furniture,9,4500,15,34425.0,3574.38
100028,2025-01-16,C2528,Customer_969,Hyderabad,Telangana,South,Mouse,Electronics,8,700,20,4480.0,432.97
100029,2026-02-15,C1960,Customer_675,Delhi,Delhi,North,Pen,Stationery,8,25,15,170.0,19.78
100030,2026-04-11,C5673,Customer_1733,Kolkata,West Bengal,East,Laptop,Electronics,7,55000,10,346500.0,82296.55
100031,2025-03-01,C9883,Customer_250,Ahmedabad,Gujarat,West,Keyboard,Electronics,4,1500,10,5400.0,631.85
100032,2026-06-28,C3579,Customer_233,Pune,Maharashtra,West,Laptop,Electronics,1,55000,20,44000.0,7086.38
100033,2025-08-29,C7615,Customer_492,Mumbai,Maharashtra,West,Keyboard,Electronics,2,1500,20,2400.0,219.73
100034,2026-06-20,C6183,Customer_1069,Hyderabad,Telangana,South,Laptop,Electronics,10,55000,0,550000.0,83197.53
100035,2025-11-04,C8491,Customer_1296,Hyderabad,Telangana,South,Notebook,Stationery,4,120,10,432.0,63.63
100036,2025-04-13,C2200,Customer_2203,Mumbai,Maharashtra,West,Laptop,Electronics,8,55000,20,352000.0,87907.51
100037,2025-09-08,C7054,Customer_1168,Hyderabad,Telangana,South,Desk,Furniture,3,8500,10,22950.0,5272.69
100038,2026-06-26,C1128,Customer_2736,Delhi,Delhi,North,Monitor,Electronics,9,14000,10,113400.0,20863.92
100039,2025-04-20,C3546,Customer_1116,Chennai,Tamil Nadu,South,Mouse,Electronics,3,700,10,1890.0,188.29
100040,2025-09-28,C9280,Customer_2002,Chennai,Tamil Nadu,South,Chair,Furniture,6,4500,5,25650.0,5049.83
100041,2025-02-15,C1058,Customer_1367,Chennai,Tamil Nadu,South,Laptop,Electronics,2,55000,15,93500.0,20662.49
100042,2026-03-14,C1158,Customer_459,Delhi,Delhi,North,Desk,Furniture,3,8500,15,21675.0,3766.8
100043,2025-06-01,C8041,Customer_523,Mumbai,Maharashtra,West,Keyboard,Electronics,9,1500,0,13500.0,2995.4
100044,2025-08-04,C5088,Customer_2732,Bengaluru,Karnataka,South,Desk,Furniture,6,8500,0,51000.0,11873.68
100045,2025-06-08,C4878,Customer_666,Mumbai,Maharashtra,West,Notebook,Stationery,9,120,15,918.0,225.42
100046,2025-12-07,C7745,Customer_2744,Delhi,Delhi,North,Pen,Stationery,1,25,5,23.75,4.87
100047,2025-02-09,C8711,Customer_912,Hyderabad,Telangana,South,Desk,Furniture,3,8500,0,25500.0,3698.32
100048,2025-08-22,C4652,Customer_97,Hyderabad,Telangana,South,Monitor,Electronics,6,14000,10,75600.0,16593.53
100049,2025-10-13,C6753,Customer_2628,Hyderabad,Telangana,South,Pen,Stationery,6,25,10,135.0,30.64
100050,2025-09-25,C3925,Customer_2379,Kolkata,West Bengal,East,Notebook,Stationery,1,120,0,120.0,27.49
100051,2025-11-18,C8149,Customer_2484,Chennai,Tamil Nadu,South,Laptop,Electronics,2,55000,20,88000.0,13541.07
100052,2026-03-23,C1027,Customer_2130,Mumbai,Maharashtra,West,Pen,Stationery,10,25,5,237.5,29.28
100053,2025-12-05,C6143,Customer_2718,Hyderabad,Telangana,South,Notebook,Stationery,7,120,0,840.0,202.7
100054,2025-12-01,C7592,Customer_2856,Mumbai,Maharashtra,West,Desk,Furniture,9,8500,10,68850.0,13313.65
100055,2026-01-24,C3851,Customer_2522,Chennai,Tamil Nadu,South,Keyboard,Electronics,4,1500,15,5100.0,984.49
100056,2025-08-04,C8043,Customer_2376,Chennai,Tamil Nadu,South,Pen,Stationery,9,25,0,225.0,29.62
100057,2026-06-08,C8752,Customer_696,Pune,Maharashtra,West,Monitor,Electronics,8,14000,15,95200.0,18550.35
100058,2025-08-29,C6085,Customer_921,Mumbai,Maharashtra,West,Desk,Furniture,9,8500,20,61200.0,8383.3
100059,2026-05-02,C2193,Customer_1866,Hyderabad,Telangana,South,Keyboard,Electronics,1,1500,0,1500.0,182.43
100060,2025-06-01,C1090,Customer_437,Kolkata,West Bengal,East,Chair,Furniture,7,4500,15,26775.0,3961.12
100061,2025-09-13,C2988,Customer_1870,Kolkata,West Bengal,East,Chair,Furniture,3,4500,20,10800.0,1716.91
100062,2026-03-30,C9270,Customer_1748,Delhi,Delhi,North,Monitor,Electronics,9,14000,20,100800.0,18267.67
100063,2025-09-11,C5543,Customer_2136,Ahmedabad,Gujarat,West,Keyboard,Electronics,8,1500,15,10200.0,1265.44
100064,2025-10-20,C4841,Customer_1113,Ahmedabad,Gujarat,West,Chair,Furniture,5,4500,15,19125.0,1781.92
100065,2025-08-25,C7275,Customer_2843,Pune,Maharashtra,West,Notebook,Stationery,9,120,0,1080.0,111.81
100066,2026-04-23,C7812,Customer_256,Delhi,Delhi,North,Chair,Furniture,2,4500,15,7650.0,1142.08
100067,2025-01-21,C7232,Customer_1954,Hyderabad,Telangana,South,Pen,Stationery,7,25,20,140.0,33.72
100068,2026-03-06,C9818,Customer_2237,Bengaluru,Karnataka,South,Notebook,Stationery,5,120,15,510.0,114.79
100069,2025-01-30,C7371,Customer_1377,Hyderabad,Telangana,South,Monitor,Electronics,4,14000,10,50400.0,7766.24
100070,2025-01-28,C7455,Customer_2425,Kolkata,West Bengal,East,Keyboard,Electronics,8,1500,5,11400.0,2812.64
100071,2025-07-06,C1823,Customer_1066,Bengaluru,Karnataka,South,Mouse,Electronics,7,700,5,4655.0,1058.38
100072,2026-01-24,C5558,Customer_1727,Kolkata,West Bengal,East,Notebook,Stationery,4,120,15,408.0,55.31
100073,2025-02-23,C6733,Customer_919,Chennai,Tamil Nadu,South,Mouse,Electronics,8,700,0,5600.0,1161.07
100074,2025-01-21,C3496,Customer_978,Mumbai,Maharashtra,West,Laptop,Electronics,1,55000,5,52250.0,5950.82
100075,2026-04-22,C5198,Customer_1511,Delhi,Delhi,North,Monitor,Electronics,2,14000,20,22400.0,5401.06
100076,2025-01-27,C6111,Customer_2359,Delhi,Delhi,North,Mouse,Electronics,3,700,10,1890.0,185.93
100077,2025-09-06,C2669,Customer_2856,Kolkata,West Bengal,East,Pen,Stationery,4,25,0,100.0,18.07
100078,2026-03-15,C7071,Customer_283,Chennai,Tamil Nadu,South,Mouse,Electronics,10,700,0,7000.0,973.17
100079,2026-01-06,C8532,Customer_2898,Pune,Maharashtra,West,Laptop,Electronics,7,55000,15,327250.0,32051.39
100080,2025-10-04,C9817,Customer_1981,Delhi,Delhi,North,Pen,Stationery,3,25,20,60.0,14.65
100081,2025-09-09,C2419,Customer_1143,Ahmedabad,Gujarat,West,Pen,Stationery,10,25,10,225.0,30.33
100082,2026-01-24,C6511,Customer_118,Ahmedabad,Gujarat,West,Chair,Furniture,8,4500,20,28800.0,5292.18
100083,2025-09-22,C6576,Customer_1146,Ahmedabad,Gujarat,West,Notebook,Stationery,3,120,15,306.0,35.51
100084,2026-02-21,C9004,Customer_2275,Chennai,Tamil Nadu,South,Laptop,Electronics,9,55000,5,470250.0,44464.11
100085,2025-04-06,C5820,Customer_908,Hyderabad,Telangana,South,Monitor,Electronics,8,14000,15,95200.0,20448.83
100086,2026-06-28,C6632,Customer_1743,Kolkata,West Bengal,East,Chair,Furniture,5,4500,20,18000.0,2569.2
100087,2025-08-25,C2976,Customer_2955,Pune,Maharashtra,West,Notebook,Stationery,8,120,10,864.0,114.16
100088,2025-07-09,C4138,Customer_887,Hyderabad,Telangana,South,Notebook,Stationery,2,120,20,192.0,46.4
100089,2025-04-13,C4180,Customer_1214,Ahmedabad,Gujarat,West,Desk,Furniture,10,8500,20,68000.0,12338.9
100090,2025-05-10,C5494,Customer_187,Hyderabad,Telangana,South,Notebook,Stationery,3,120,10,324.0,26.7
100091,2025-01-13,C5658,Customer_1923,Bengaluru,Karnataka,South,Desk,Furniture,3,8500,15,21675.0,2112.01
100092,2025-09-16,C8827,Customer_468,Ahmedabad,Gujarat,West,Monitor,Electronics,6,14000,5,79800.0,19481.94
100093,2025-02-24,C3485,Customer_612,Mumbai,Maharashtra,West,Pen,Stationery,8,25,0,200.0,35.62
100094,2026-03-03,C4697,Customer_2141,Chennai,Tamil Nadu,South,Mouse,Electronics,4,700,0,2800.0,489.64
100095,2026-03-16,C6003,Customer_2330,Kolkata,West Bengal,East,Monitor,Electronics,8,14000,10,100800.0,22803.82
100096,2025-03-25,C3573,Customer_983,Bengaluru,Karnataka,South,Mouse,Electronics,4,700,5,2660.0,332.47
100097,2026-04-27,C5771,Customer_134,Delhi,Delhi,North,Mouse,Electronics,3,700,0,2100.0,313.84
100098,2025-08-28,C5334,Customer_2561,Hyderabad,Telangana,South,Desk,Furniture,5,8500,15,36125.0,3327.13
100099,2025-06-02,C5352,Customer_583,Hyderabad,Telangana,South,Pen,Stationery,2,25,20,40.0,4.73
100100,2025-10-23,C8195,Customer_510,Mumbai,Maharashtra,West,Laptop,Electronics,3,55000,10,148500.0,26901.89
100101,2026-05-21,C8172,Customer_330,Ahmedabad,Gujarat,West,Desk,Furniture,7,8500,10,53550.0,8840.05
100102,2025-04-04,C4750,Customer_2762,Bengaluru,Karnataka,South,Pen,Stationery,6,25,20,120.0,14.71
100103,2025-06-29,C8708,Customer_2126,Bengaluru,Karnataka,South,Desk,Furniture,10,8500,0,85000.0,17826.93
100104,2026-05-19,C2494,Customer_1926,Ahmedabad,Gujarat,West,Desk,Furniture,3,8500,20,20400.0,3143.65
100105,2025-06-14,C6403,Customer_1687,Pune,Maharashtra,West,Pen,Stationery,6,25,10,135.0,26.18
100106,2025-04-01,C6153,Customer_1034,Ahmedabad,Gujarat,West,Desk,Furniture,7,8500,20,47600.0,4104.95
100107,2025-01-02,C9889,Customer_1893,Pune,Maharashtra,West,Mouse,Electronics,7,700,20,3920.0,863.33
100108,2026-05-26,C8242,Customer_212,Kolkata,West Bengal,East,Laptop,Electronics,4,55000,20,176000.0,24904.44
100109,2026-03-25,C8941,Customer_498,Hyderabad,Telangana,South,Desk,Furniture,9,8500,5,72675.0,17275.17
100110,2026-02-22,C2527,Customer_921,Bengaluru,Karnataka,South,Chair,Furniture,3,4500,10,12150.0,2109.76
100111,2025-10-26,C9337,Customer_2890,Mumbai,Maharashtra,West,Monitor,Electronics,2,14000,5,26600.0,4381.65
100112,2025-05-29,C7284,Customer_781,Chennai,Tamil Nadu,South,Pen,Stationery,8,25,15,170.0,20.64
100113,2026-06-04,C5377,Customer_11,Delhi,Delhi,North,Mouse,Electronics,5,700,15,2975.0,409.89
100114,2026-05-17,C3434,Customer_1830,Chennai,Tamil Nadu,South,Desk,Furniture,10,8500,20,68000.0,16987.31
100115,2026-01-22,C8460,Customer_1319,Ahmedabad,Gujarat,West,Notebook,Stationery,6,120,20,576.0,120.78
100116,2026-02-25,C1715,Customer_1304,Hyderabad,Telangana,South,Chair,Furniture,10,4500,15,38250.0,4578.74
100117,2025-02-07,C3068,Customer_2058,Ahmedabad,Gujarat,West,Pen,Stationery,7,25,5,166.25,27.3
100118,2026-04-13,C1251,Customer_2960,Pune,Maharashtra,West,Mouse,Electronics,8,700,0,5600.0,948.71
100119,2025-09-29,C6546,Customer_2553,Delhi,Delhi,North,Pen,Stationery,3,25,0,75.0,11.99
100120,2025-11-21,C8994,Customer_2217,Kolkata,West Bengal,East,Mouse,Electronics,6,700,20,3360.0,485.86
100121,2025-04-03,C8110,Customer_404,Bengaluru,Karnataka,South,Mouse,Electronics,4,700,10,2520.0,628.9
100122,2025-02-17,C6314,Customer_230,Mumbai,Maharashtra,West,Monitor,Electronics,3,14000,10,37800.0,8829.4
100123,2026-06-28,C7751,Customer_2319,Chennai,Tamil Nadu,South,Notebook,Stationery,6,120,15,612.0,64.11
100124,2026-01-27,C4945,Customer_2039,Delhi,Delhi,North,Keyboard,Electronics,3,1500,0,4500.0,826.26
100125,2025-01-10,C8622,Customer_1179,Delhi,Delhi,North,Chair,Furniture,8,4500,10,32400.0,5123.31
100126,2025-11-03,C7951,Customer_2828,Delhi,Delhi,North,Mouse,Electronics,8,700,10,5040.0,1249.42
100127,2026-05-10,C2747,Customer_972,Chennai,Tamil Nadu,South,Monitor,Electronics,5,14000,5,66500.0,16617.92
100128,2025-10-30,C1359,Customer_2697,Kolkata,West Bengal,East,Notebook,Stationery,10,120,10,1080.0,268.66
100129,2025-02-20,C9138,Customer_1173,Kolkata,West Bengal,East,Desk,Furniture,1,8500,20,6800.0,1544.02
100130,2025-05-21,C2591,Customer_2571,Hyderabad,Telangana,South,Notebook,Stationery,4,120,5,456.0,84.61
100131,2025-05-15,C2476,Customer_1209,Bengaluru,Karnataka,South,Desk,Furniture,8,8500,0,68000.0,12139.87
100132,2026-01-10,C9697,Customer_2056,Pune,Maharashtra,West,Pen,Stationery,3,25,5,71.25,7.3
100133,2025-10-30,C6549,Customer_472,Chennai,Tamil Nadu,South,Keyboard,Electronics,5,1500,15,6375.0,1558.4
100134,2026-02-11,C6992,Customer_370,Ahmedabad,Gujarat,West,Mouse,Electronics,3,700,5,1995.0,451.32
100135,2026-01-13,C5295,Customer_2395,Kolkata,West Bengal,East,Laptop,Electronics,5,55000,20,220000.0,22222.22
100136,2025-12-02,C4626,Customer_2653,Kolkata,West Bengal,East,Notebook,Stationery,2,120,5,228.0,36.51
100137,2025-02-16,C1609,Customer_1247,Mumbai,Maharashtra,West,Monitor,Electronics,5,14000,15,59500.0,5940.18
100138,2025-05-19,C7367,Customer_1859,Ahmedabad,Gujarat,West,Mouse,Electronics,2,700,5,1330.0,307.01
100139,2025-04-12,C9017,Customer_2522,Pune,Maharashtra,West,Pen,Stationery,10,25,5,237.5,54.75
100140,2026-04-01,C4868,Customer_1486,Kolkata,West Bengal,East,Desk,Furniture,1,8500,10,7650.0,894.56
100141,2025-10-10,C4109,Customer_501,Mumbai,Maharashtra,West,Notebook,Stationery,9,120,10,972.0,87.77
100142,2025-02-21,C6464,Customer_998,Ahmedabad,Gujarat,West,Mouse,Electronics,4,700,20,2240.0,548.99
100143,2025-08-10,C4817,Customer_1346,Delhi,Delhi,North,Chair,Furniture,2,4500,20,7200.0,829.56
100144,2025-09-14,C3858,Customer_451,Delhi,Delhi,North,Laptop,Electronics,5,55000,5,261250.0,64758.56
100145,2025-09-01,C6304,Customer_65,Bengaluru,Karnataka,South,Keyboard,Electronics,1,1500,10,1350.0,289.3
100146,2026-06-23,C2862,Customer_261,Delhi,Delhi,North,Desk,Furniture,1,8500,5,8075.0,1664.19
100147,2026-04-08,C9254,Customer_908,Ahmedabad,Gujarat,West,Monitor,Electronics,6,14000,20,67200.0,12158.04
100148,2026-05-06,C7580,Customer_1747,Bengaluru,Karnataka,South,Desk,Furniture,8,8500,0,68000.0,6143.14
100149,2025-11-26,C3430,Customer_270,Mumbai,Maharashtra,West,Monitor,Electronics,8,14000,0,112000.0,26082.04
100150,2025-11-29,C7240,Customer_2447,Delhi,Delhi,North,Desk,Furniture,10,8500,20,68000.0,11779.0
100151,2025-04-28,C4522,Customer_1762,Chennai,Tamil Nadu,South,Monitor,Electronics,9,14000,20,100800.0,15435.9
100152,2026-02-13,C7815,Customer_2989,Ahmedabad,Gujarat,West,Chair,Furniture,7,4500,10,28350.0,6255.75
100153,2026-01-19,C3500,Customer_2814,Mumbai,Maharashtra,West,Notebook,Stationery,7,120,10,756.0,145.96
100154,2025-04-09,C7105,Customer_533,Ahmedabad,Gujarat,West,Mouse,Electronics,2,700,0,1400.0,134.19
100155,2026-03-10,C1842,Customer_1179,Bengaluru,Karnataka,South,Notebook,Stationery,2,120,15,204.0,28.58
100156,2025-06-08,C8900,Customer_919,Chennai,Tamil Nadu,South,Notebook,Stationery,2,120,20,192.0,31.92
100157,2025-10-13,C4705,Customer_1758,Mumbai,Maharashtra,West,Notebook,Stationery,9,120,10,972.0,96.74
100158,2025-11-13,C6567,Customer_1438,Bengaluru,Karnataka,South,Desk,Furniture,1,8500,5,8075.0,1021.13
100159,2025-03-13,C3324,Customer_2594,Bengaluru,Karnataka,South,Keyboard,Electronics,3,1500,20,3600.0,690.29
100160,2026-04-10,C6585,Customer_645,Bengaluru,Karnataka,South,Mouse,Electronics,9,700,5,5985.0,861.56
100161,2025-02-23,C3549,Customer_645,Pune,Maharashtra,West,Desk,Furniture,6,8500,20,40800.0,7399.41
100162,2026-05-13,C8242,Customer_1697,Bengaluru,Karnataka,South,Mouse,Electronics,5,700,15,2975.0,572.78
100163,2025-04-24,C5640,Customer_2778,Chennai,Tamil Nadu,South,Chair,Furniture,9,4500,0,40500.0,5616.52
100164,2025-02-26,C1125,Customer_838,Ahmedabad,Gujarat,West,Desk,Furniture,1,8500,5,8075.0,1188.6
100165,2025-05-03,C1126,Customer_2038,Chennai,Tamil Nadu,South,Chair,Furniture,3,4500,10,12150.0,1569.85
100166,2025-08-24,C9196,Customer_2289,Kolkata,West Bengal,East,Keyboard,Electronics,3,1500,15,3825.0,652.31
100167,2026-04-16,C2275,Customer_1283,Pune,Maharashtra,West,Mouse,Electronics,7,700,0,4900.0,755.37
100168,2025-01-22,C6321,Customer_704,Kolkata,West Bengal,East,Pen,Stationery,7,25,10,157.5,15.68
100169,2025-09-07,C8138,Customer_2413,Ahmedabad,Gujarat,West,Notebook,Stationery,2,120,15,204.0,45.61
100170,2025-08-15,C6456,Customer_689,Kolkata,West Bengal,East,Mouse,Electronics,7,700,10,4410.0,911.93
100171,2025-12-24,C6752,Customer_2980,Mumbai,Maharashtra,West,Mouse,Electronics,9,700,20,5040.0,569.34
100172,2025-06-27,C3504,Customer_2685,Delhi,Delhi,North,Chair,Furniture,2,4500,5,8550.0,1056.05
100173,2026-04-05,C6295,Customer_2570,Mumbai,Maharashtra,West,Keyboard,Electronics,8,1500,15,10200.0,2124.21
100174,2025-11-07,C5500,Customer_2423,Pune,Maharashtra,West,Keyboard,Electronics,8,1500,0,12000.0,1916.6
100175,2026-04-08,C1616,Customer_234,Bengaluru,Karnataka,South,Notebook,Stationery,9,120,0,1080.0,143.39
100176,2026-06-04,C7299,Customer_1896,Pune,Maharashtra,West,Desk,Furniture,2,8500,0,17000.0,3137.37
100177,2026-05-03,C9214,Customer_618,Bengaluru,Karnataka,South,Monitor,Electronics,10,14000,5,133000.0,17909.72
100178,2025-03-28,C9266,Customer_2647,Bengaluru,Karnataka,South,Monitor,Electronics,2,14000,10,25200.0,6224.54
100179,2026-06-21,C9564,Customer_2498,Delhi,Delhi,North,Laptop,Electronics,4,55000,15,187000.0,46463.45
100180,2025-12-13,C1857,Customer_2585,Delhi,Delhi,North,Notebook,Stationery,6,120,10,648.0,94.52
100181,2026-01-31,C5655,Customer_1033,Pune,Maharashtra,West,Mouse,Electronics,6,700,0,4200.0,734.39
100182,2025-12-25,C6082,Customer_2688,Delhi,Delhi,North,Notebook,Stationery,2,120,20,192.0,37.02
100183,2026-01-21,C6381,Customer_524,Kolkata,West Bengal,East,Keyboard,Electronics,10,1500,0,15000.0,1989.43
100184,2025-11-13,C3953,Customer_878,Mumbai,Maharashtra,West,Pen,Stationery,9,25,10,202.5,16.83
100185,2025-06-08,C2264,Customer_1212,Pune,Maharashtra,West,Monitor,Electronics,4,14000,5,53200.0,13299.79
100186,2026-01-21,C3527,Customer_665,Mumbai,Maharashtra,West,Laptop,Electronics,6,55000,20,264000.0,27001.48
100187,2025-09-01,C8277,Customer_2501,Delhi,Delhi,North,Keyboard,Electronics,8,1500,0,12000.0,1798.15
100188,2026-04-26,C4178,Customer_1507,Chennai,Tamil Nadu,South,Monitor,Electronics,4,14000,20,44800.0,5405.51
100189,2026-03-05,C3655,Customer_818,Ahmedabad,Gujarat,West,Monitor,Electronics,5,14000,15,59500.0,9846.9
100190,2025-04-16,C9452,Customer_511,Delhi,Delhi,North,Desk,Furniture,1,8500,15,7225.0,1651.63
100191,2026-06-10,C3414,Customer_1792,Chennai,Tamil Nadu,South,Mouse,Electronics,3,700,10,1890.0,295.57
100192,2026-03-01,C1872,Customer_1624,Mumbai,Maharashtra,West,Chair,Furniture,8,4500,10,32400.0,7717.04
100193,2025-01-29,C6221,Customer_406,Pune,Maharashtra,West,Chair,Furniture,7,4500,0,31500.0,4527.66
100194,2026-04-29,C3273,Customer_2890,Pune,Maharashtra,West,Keyboard,Electronics,3,1500,0,4500.0,579.46
100195,2025-01-20,C5193,Customer_884,Ahmedabad,Gujarat,West,Monitor,Electronics,10,14000,0,140000.0,32759.41
100196,2025-05-05,C1782,Customer_977,Delhi,Delhi,North,Pen,Stationery,2,25,10,45.0,5.42
100197,2026-05-27,C9782,Customer_68,Kolkata,West Bengal,East,Monitor,Electronics,2,14000,0,28000.0,6222.63
100198,2025-12-28,C4941,Customer_2338,Hyderabad,Telangana,South,Keyboard,Electronics,5,1500,15,6375.0,511.7
100199,2025-03-11,C9618,Customer_2229,Kolkata,West Bengal,East,Keyboard,Electronics,2,1500,20,2400.0,589.66
100200,2026-01-18,C5155,Customer_67,Bengaluru,Karnataka,South,Pen,Stationery,8,25,0,200.0,37.61
100201,2025-04-17,C6447,Customer_547,Pune,Maharashtra,West,Mouse,Electronics,6,700,5,3990.0,816.35
100202,2025-06-29,C8612,Customer_2849,Bengaluru,Karnataka,South,Notebook,Stationery,9,120,10,972.0,212.18
100203,2026-04-14,C1605,Customer_1202,Ahmedabad,Gujarat,West,Keyboard,Electronics,3,1500,0,4500.0,907.77
100204,2025-11-14,C9444,Customer_1632,Hyderabad,Telangana,South,Laptop,Electronics,4,55000,0,220000.0,29403.28
100205,2025-02-18,C6438,Customer_1120,Ahmedabad,Gujarat,West,Desk,Furniture,1,8500,5,8075.0,1038.76
100206,2026-01-31,C6554,Customer_766,Mumbai,Maharashtra,West,Notebook,Stationery,7,120,15,714.0,147.34
100207,2025-03-26,C7955,Customer_324,Ahmedabad,Gujarat,West,Monitor,Electronics,6,14000,20,67200.0,8423.02
100208,2025-03-23,C6372,Customer_2708,Kolkata,West Bengal,East,Keyboard,Electronics,9,1500,10,12150.0,1635.46
100209,2025-06-20,C8272,Customer_1440,Chennai,Tamil Nadu,South,Desk,Furniture,8,8500,20,54400.0,10988.95
100210,2025-10-09,C1939,Customer_308,Ahmedabad,Gujarat,West,Laptop,Electronics,6,55000,20,264000.0,65917.0
100211,2025-05-27,C8179,Customer_143,Kolkata,West Bengal,East,Notebook,Stationery,9,120,5,1026.0,248.27
100212,2025-02-03,C3513,Customer_2782,Delhi,Delhi,North,Mouse,Electronics,4,700,10,2520.0,356.75
100213,2025-05-21,C9674,Customer_1504,Ahmedabad,Gujarat,West,Notebook,Stationery,6,120,15,612.0,128.35
100214,2025-01-27,C4048,Customer_2045,Kolkata,West Bengal,East,Notebook,Stationery,5,120,5,570.0,138.67
100215,2025-08-08,C5678,Customer_2843,Kolkata,West Bengal,East,Mouse,Electronics,5,700,10,3150.0,629.01
100216,2026-04-08,C3828,Customer_2922,Ahmedabad,Gujarat,West,Chair,Furniture,2,4500,5,8550.0,1923.58
100217,2025-10-25,C5914,Customer_646,Ahmedabad,Gujarat,West,Mouse,Electronics,6,700,10,3780.0,758.35
100218,2025-07-25,C3275,Customer_970,Delhi,Delhi,North,Notebook,Stationery,9,120,5,1026.0,103.25
100219,2026-04-24,C3126,Customer_2507,Ahmedabad,Gujarat,West,Laptop,Electronics,6,55000,20,264000.0,46803.81
100220,2026-05-06,C9612,Customer_1683,Mumbai,Maharashtra,West,Mouse,Electronics,5,700,15,2975.0,743.55
100221,2026-04-06,C8632,Customer_2786,Kolkata,West Bengal,East,Mouse,Electronics,3,700,10,1890.0,357.58
100222,2025-05-13,C8088,Customer_2060,Pune,Maharashtra,West,Keyboard,Electronics,9,1500,20,10800.0,1198.08
100223,2025-06-15,C6286,Customer_2906,Bengaluru,Karnataka,South,Mouse,Electronics,9,700,5,5985.0,788.23
100224,2025-09-14,C4216,Customer_2602,Hyderabad,Telangana,South,Notebook,Stationery,9,120,10,972.0,217.54
100225,2026-05-30,C3762,Customer_2425,Chennai,Tamil Nadu,South,Keyboard,Electronics,5,1500,20,6000.0,1024.15
100226,2025-02-12,C1464,Customer_333,Delhi,Delhi,North,Keyboard,Electronics,10,1500,20,12000.0,1648.74
100227,2025-02-01,C9159,Customer_2569,Bengaluru,Karnataka,South,Desk,Furniture,4,8500,20,27200.0,4102.3
100228,2026-02-20,C5873,Customer_1858,Chennai,Tamil Nadu,South,Desk,Furniture,8,8500,5,64600.0,14005.09
